,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
612,0.791,0.535,9,-13.261,0,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,audio_features,2E2ZVy2fxslpAUgbb4zu84,spotify:track:2E2ZVy2fxslpAUgbb4zu84,https://api.spotify.com/v1/tracks/2E2ZVy2fxslpAUgbb4zu84,https://api.spotify.com/v1/audio-analysis/2E2ZVy2fxslpAUgbb4zu84,308373,4
613,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,audio_features,07TnWCHrFkvF61GzJuLVt0,spotify:track:07TnWCHrFkvF61GzJuLVt0,https://api.spotify.com/v1/tracks/07TnWCHrFkvF61GzJuLVt0,https://api.spotify.com/v1/audio-analysis/07TnWCHrFkvF61GzJuLVt0,304213,4
614,0.726,0.459,9,-12.485,1,0.0496,0.101,6.8e-06,0.203,0.619,104.063,audio_features,2cQEyZU6HXlxzcOtPwfap9,spotify:track:2cQEyZU6HXlxzcOtPwfap9,https://api.spotify.com/v1/tracks/2cQEyZU6HXlxzcOtPwfap9,https://api.spotify.com/v1/audio-analysis/2cQEyZU6HXlxzcOtPwfap9,264546,4
615,0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,audio_features,5rfJ2Bq2PEL8yBjZLzouEu,spotify:track:5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/tracks/5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/audio-analysis/5rfJ2Bq2PEL8yBjZLzouEu,201293,4
616,0.624,0.306,2,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,audio_features,4U6mBgGP8FXN6UH4T3AJhu,spotify:track:4U6mBgGP8FXN6UH4T3AJhu,https://api.spotify.com/v1/tracks/4U6mBgGP8FXN6UH4T3AJhu,https://api.spotify.com/v1/audio-analysis/4U6mBgGP8FXN6UH4T3AJhu,232667,4
617,0.337,0.536,11,-9.026,1,0.0317,0.25,0.0,0.794,0.221,137.814,audio_features,53aSijEqI0rQCuK7qbtG7k,spotify:track:53aSijEqI0rQCuK7qbtG7k,https://api.spotify.com/v1/tracks/53aSijEqI0rQCuK7qbtG7k,https://api.spotify.com/v1/audio-analysis/53aSijEqI0rQCuK7qbtG7k,244320,4
618,0.595,0.928,4,-4.457,1,0.0503,0.0569,0.0,0.0336,0.982,149.975,audio_features,5G9KcZaxfCysfv4EryCB9b,spotify:track:5G9KcZaxfCysfv4EryCB9b,https://api.spotify.com/v1/tracks/5G9KcZaxfCysfv4EryCB9b,https://api.spotify.com/v1/audio-analysis/5G9KcZaxfCysfv4EryCB9b,252885,4
619,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,audio_features,7j74lucZ59vqN67Ipe2ZcY,spotify:track:7j74lucZ59vqN67Ipe2ZcY,https://api.spotify.com/v1/tracks/7j74lucZ59vqN67Ipe2ZcY,https://api.spotify.com/v1/audio-analysis/7j74lucZ59vqN67Ipe2ZcY,273173,4
620,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,audio_features,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/audio-analysis/46RVKt5Edm1zl0rXhPJZxz,220867,4
621,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
622,0.631,0.503,7,-12.083,0,0.0766,0.551,0.0,0.137,0.699,90.205,audio_features,03Wma4AcL2NXi0HPqhKJ1v,spotify:track:03Wma4AcL2NXi0HPqhKJ1v,https://api.spotify.com/v1/tracks/03Wma4AcL2NXi0HPqhKJ1v,https://api.spotify.com/v1/audio-analysis/03Wma4AcL2NXi0HPqhKJ1v,215387,4
623,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
624,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,audio_features,3MrWxJaD2AT0W9DjWF64Vm,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/tracks/3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/audio-analysis/3MrWxJaD2AT0W9DjWF64Vm,287307,4
625,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,audio_features,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj,258040,4
626,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,audio_features,3ix6K4wZY29bCujrSznwFZ,spotify:track:3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/tracks/3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,457676,4
627,0.649,0.551,7,-9.866,0,0.0315,0.111,1.47e-06,0.18,0.494,123.572,audio_features,5nUpmh8WSlQooSmNEUWDJo,spotify:track:5nUpmh8WSlQooSmNEUWDJo,https://api.spotify.com/v1/tracks/5nUpmh8WSlQooSmNEUWDJo,https://api.spotify.com/v1/audio-analysis/5nUpmh8WSlQooSmNEUWDJo,233667,4
628,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
629,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
630,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,audio_features,0QKfiqpEU4h9ycPSzIFwYe,spotify:track:0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/tracks/0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/audio-analysis/0QKfiqpEU4h9ycPSzIFwYe,244707,4
631,0.565,0.894,8,-5.241,1,0.175,0.00777,0.0,0.49,0.737,182.262,audio_features,6kCJMxv445L2okuTiou1fR,spotify:track:6kCJMxv445L2okuTiou1fR,https://api.spotify.com/v1/tracks/6kCJMxv445L2okuTiou1fR,https://api.spotify.com/v1/audio-analysis/6kCJMxv445L2okuTiou1fR,229200,4
632,0.431,0.723,8,-5.887,1,0.056,0.145,0.0,0.375,0.189,130.547,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360,4
633,0.618,0.412,8,-12.075,1,0.0368,0.675,1.04e-06,0.0886,0.74,203.933,audio_features,6dnco8haegnJYtylV26cBq,spotify:track:6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/audio-analysis/6dnco8haegnJYtylV26cBq,251960,4
634,0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,audio_features,2Wb9ejnmy27DUTUe9YF5Ew,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,https://api.spotify.com/v1/tracks/2Wb9ejnmy27DUTUe9YF5Ew,https://api.spotify.com/v1/audio-analysis/2Wb9ejnmy27DUTUe9YF5Ew,260427,4
635,0.812,0.526,10,-15.523,0,0.0492,0.0544,0.00159,0.0362,0.843,117.525,audio_features,4InXjGfCi4hJVWlqPuY6Im,spotify:track:4InXjGfCi4hJVWlqPuY6Im,https://api.spotify.com/v1/tracks/4InXjGfCi4hJVWlqPuY6Im,https://api.spotify.com/v1/audio-analysis/4InXjGfCi4hJVWlqPuY6Im,234160,4
636,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,audio_features,0GTK6TesV108Jj5D3MHsYb,spotify:track:0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/audio-analysis/0GTK6TesV108Jj5D3MHsYb,268507,4
637,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,audio_features,2wSAWEYUHkt92X4SBAPqZE,spotify:track:2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/tracks/2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/audio-analysis/2wSAWEYUHkt92X4SBAPqZE,252773,4
638,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4
639,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,audio_features,6W2VbtvMrDXm5vYeB7amkO,spotify:track:6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/tracks/6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/audio-analysis/6W2VbtvMrDXm5vYeB7amkO,220707,4
640,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,audio_features,63CHa6rmamv9OsehkRD8oz,spotify:track:63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/audio-analysis/63CHa6rmamv9OsehkRD8oz,206360,4
641,0.42,0.522,7,-10.811,0,0.0414,0.515,4.41e-05,0.955,0.308,126.248,audio_features,79byi182K1IfzjaUHeijWa,spotify:track:79byi182K1IfzjaUHeijWa,https://api.spotify.com/v1/tracks/79byi182K1IfzjaUHeijWa,https://api.spotify.com/v1/audio-analysis/79byi182K1IfzjaUHeijWa,278507,4
642,0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,audio_features,4VyU9Tg4drTj2mOUZHSK2u,spotify:track:4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/tracks/4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/audio-analysis/4VyU9Tg4drTj2mOUZHSK2u,262440,4
643,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,audio_features,7o9uu2GDtVDr9nsR7ZRN73,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/tracks/7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/audio-analysis/7o9uu2GDtVDr9nsR7ZRN73,241333,4
644,0.554,0.888,0,-6.664,1,0.087,0.107,0.0,0.291,0.82,126.701,audio_features,4sz1Ng2Cgidfqqiy0pNL6R,spotify:track:4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/tracks/4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/audio-analysis/4sz1Ng2Cgidfqqiy0pNL6R,267427,4
645,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,audio_features,51H2y6YrNNXcy3dfc3qSbA,spotify:track:51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/tracks/51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/audio-analysis/51H2y6YrNNXcy3dfc3qSbA,352906,4
646,0.778,0.719,4,-9.698,1,0.0345,0.0123,0.0262,0.297,0.729,115.4,audio_features,569uHYIB0X324FZOBEhvit,spotify:track:569uHYIB0X324FZOBEhvit,https://api.spotify.com/v1/tracks/569uHYIB0X324FZOBEhvit,https://api.spotify.com/v1/audio-analysis/569uHYIB0X324FZOBEhvit,239133,4
647,0.75,0.664,8,-5.908,0,0.154,0.275,0.0,0.0632,0.617,105.023,audio_features,3Be7CLdHZpyzsVijme39cW,spotify:track:3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/tracks/3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/audio-analysis/3Be7CLdHZpyzsVijme39cW,208156,4
648,0.552,0.552,11,-9.736,0,0.0364,0.052,0.0,0.046,0.593,208.571,audio_features,1Qrdlkgg9I4J7r3P4kZNwr,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760,4
649,0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,audio_features,0QeI79sp1vS8L3JgpEO7mD,spotify:track:0QeI79sp1vS8L3JgpEO7mD,https://api.spotify.com/v1/tracks/0QeI79sp1vS8L3JgpEO7mD,https://api.spotify.com/v1/audio-analysis/0QeI79sp1vS8L3JgpEO7mD,280000,4
650,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,audio_features,6RNDeRnWsRMjPdNVgupZCs,spotify:track:6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/audio-analysis/6RNDeRnWsRMjPdNVgupZCs,262240,4
651,0.79,0.649,5,-7.506,1,0.0265,0.166,8.68e-05,0.092,0.954,113.797,audio_features,4JEylZNW8SbO4zUyfVrpb7,spotify:track:4JEylZNW8SbO4zUyfVrpb7,https://api.spotify.com/v1/tracks/4JEylZNW8SbO4zUyfVrpb7,https://api.spotify.com/v1/audio-analysis/4JEylZNW8SbO4zUyfVrpb7,244427,4
652,0.62,0.574,0,-11.893,1,0.0421,0.272,0.0,0.0607,0.9,81.548,audio_features,0ikz6tENMONtK6qGkOrU3c,spotify:track:0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c,231333,4
653,0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,audio_features,7o67roCVsFiCt7Cf0ZLOJq,spotify:track:7o67roCVsFiCt7Cf0ZLOJq,https://api.spotify.com/v1/tracks/7o67roCVsFiCt7Cf0ZLOJq,https://api.spotify.com/v1/audio-analysis/7o67roCVsFiCt7Cf0ZLOJq,249573,4
654,0.773,0.656,3,-10.88,0,0.0381,0.202,0.00323,0.0697,0.971,119.754,audio_features,1ZPlNanZsJSPK5h9YZZFbZ,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/tracks/1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/audio-analysis/1ZPlNanZsJSPK5h9YZZFbZ,218627,4
655,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4
656,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,audio_features,4jDmJ51x1o9NZB5Nxxc7gY,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107,4
657,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,audio_features,5WwqdeavrQrbeAMDxGawse,spotify:track:5WwqdeavrQrbeAMDxGawse,https://api.spotify.com/v1/tracks/5WwqdeavrQrbeAMDxGawse,https://api.spotify.com/v1/audio-analysis/5WwqdeavrQrbeAMDxGawse,294773,4
658,0.649,0.34,3,-9.524,1,0.0384,0.814,0.0174,0.0756,0.472,135.46,audio_features,0rBXftkPI47FMhIhtvUbUD,spotify:track:0rBXftkPI47FMhIhtvUbUD,https://api.spotify.com/v1/tracks/0rBXftkPI47FMhIhtvUbUD,https://api.spotify.com/v1/audio-analysis/0rBXftkPI47FMhIhtvUbUD,281267,4
659,0.528,0.447,4,-15.255,1,0.0435,0.189,0.0,0.0745,0.292,72.58,audio_features,3Z2tPWiNiIpg8UMMoowHIk,spotify:track:3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/tracks/3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/audio-analysis/3Z2tPWiNiIpg8UMMoowHIk,427333,4
660,0.662,0.719,9,-6.606,1,0.0298,0.107,0.0,0.102,0.511,95.001,audio_features,6B4oVElDIKRNcNUary0WG7,spotify:track:6B4oVElDIKRNcNUary0WG7,https://api.spotify.com/v1/tracks/6B4oVElDIKRNcNUary0WG7,https://api.spotify.com/v1/audio-analysis/6B4oVElDIKRNcNUary0WG7,224320,4
661,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,audio_features,3fH4KjXFYMmljxrcGrbPj9,spotify:track:3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/tracks/3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/audio-analysis/3fH4KjXFYMmljxrcGrbPj9,263040,4
662,0.9,0.459,6,-15.557,0,0.0366,0.321,0.00399,0.165,0.962,115.091,audio_features,5hXEcqQhEjfZdbIZLO8mf2,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,https://api.spotify.com/v1/tracks/5hXEcqQhEjfZdbIZLO8mf2,https://api.spotify.com/v1/audio-analysis/5hXEcqQhEjfZdbIZLO8mf2,302693,4
663,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
664,0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,audio_features,43bLVIfp1CPtLgik5mXGv7,spotify:track:43bLVIfp1CPtLgik5mXGv7,https://api.spotify.com/v1/tracks/43bLVIfp1CPtLgik5mXGv7,https://api.spotify.com/v1/audio-analysis/43bLVIfp1CPtLgik5mXGv7,243360,4
665,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,audio_features,4qM461TqtpnP4GLRIXwEnW,spotify:track:4qM461TqtpnP4GLRIXwEnW,https://api.spotify.com/v1/tracks/4qM461TqtpnP4GLRIXwEnW,https://api.spotify.com/v1/audio-analysis/4qM461TqtpnP4GLRIXwEnW,263107,4
666,0.706,0.814,1,-5.405,1,0.0569,0.0159,0.0,0.262,0.778,125.472,audio_features,6I4snLrVOrJsLdd43isc27,spotify:track:6I4snLrVOrJsLdd43isc27,https://api.spotify.com/v1/tracks/6I4snLrVOrJsLdd43isc27,https://api.spotify.com/v1/audio-analysis/6I4snLrVOrJsLdd43isc27,217693,4
667,0.607,0.643,5,-11.493,1,0.0435,0.177,0.000153,0.118,0.715,164.256,audio_features,0IpfTMKENGLJcULkMnU8Rb,spotify:track:0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/tracks/0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/audio-analysis/0IpfTMKENGLJcULkMnU8Rb,321573,4
668,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,audio_features,2gQaQUhDCNGfBVXTvxAmXQ,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/tracks/2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/audio-analysis/2gQaQUhDCNGfBVXTvxAmXQ,393667,4
669,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4
670,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,audio_features,1A2PWRltFrX8iB8IP3CUgo,spotify:track:1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/tracks/1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/audio-analysis/1A2PWRltFrX8iB8IP3CUgo,251800,4
671,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,audio_features,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,506400,4
672,0.798,0.577,0,-10.347,1,0.0777,0.0234,0.00112,0.0728,0.835,128.82,audio_features,5PM96PMKMfD1lLX2lryUsG,spotify:track:5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/tracks/5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/audio-analysis/5PM96PMKMfD1lLX2lryUsG,240093,4
673,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
674,0.636,0.264,6,-14.567,0,0.0263,0.593,4.22e-05,0.275,0.264,99.304,audio_features,1lx8ddGT5wCD6W2xmLeRKG,spotify:track:1lx8ddGT5wCD6W2xmLeRKG,https://api.spotify.com/v1/tracks/1lx8ddGT5wCD6W2xmLeRKG,https://api.spotify.com/v1/audio-analysis/1lx8ddGT5wCD6W2xmLeRKG,238467,3
675,0.688,0.841,10,-6.45,0,0.0557,0.162,0.0,0.0894,0.952,174.481,audio_features,1mhEfzV4pz6R0ArW0CWOFp,spotify:track:1mhEfzV4pz6R0ArW0CWOFp,https://api.spotify.com/v1/tracks/1mhEfzV4pz6R0ArW0CWOFp,https://api.spotify.com/v1/audio-analysis/1mhEfzV4pz6R0ArW0CWOFp,222400,4
676,0.546,0.934,7,-6.427,1,0.0475,0.284,0.896,0.091,0.746,115.641,audio_features,2UoF4VlADu3IkPCR6LGkpS,spotify:track:2UoF4VlADu3IkPCR6LGkpS,https://api.spotify.com/v1/tracks/2UoF4VlADu3IkPCR6LGkpS,https://api.spotify.com/v1/audio-analysis/2UoF4VlADu3IkPCR6LGkpS,147680,4
677,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,audio_features,6OnfBiiSc9RGKiBKKtZXgQ,spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/tracks/6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/audio-analysis/6OnfBiiSc9RGKiBKKtZXgQ,296080,4
678,0.32,0.308,4,-9.118,1,0.0318,0.237,0.0,0.319,0.193,93.173,audio_features,6DEFVerhYVJ6ZkPJiPl5Sm,spotify:track:6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/tracks/6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/audio-analysis/6DEFVerhYVJ6ZkPJiPl5Sm,248907,4
679,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,audio_features,78FHUZRbFDCG6VkRAQdFLm,spotify:track:78FHUZRbFDCG6VkRAQdFLm,https://api.spotify.com/v1/tracks/78FHUZRbFDCG6VkRAQdFLm,https://api.spotify.com/v1/audio-analysis/78FHUZRbFDCG6VkRAQdFLm,343933,4
680,0.636,0.405,8,-11.113,1,0.0287,0.355,0.0,0.0804,0.257,128.068,audio_features,17CPezzLWzvGfpZW6X8XT0,spotify:track:17CPezzLWzvGfpZW6X8XT0,https://api.spotify.com/v1/tracks/17CPezzLWzvGfpZW6X8XT0,https://api.spotify.com/v1/audio-analysis/17CPezzLWzvGfpZW6X8XT0,241067,4
681,0.673,0.286,8,-14.643,1,0.0313,0.294,0.0,0.086,0.199,120.117,audio_features,1cOj24fUMnBSXhtp7waHVW,spotify:track:1cOj24fUMnBSXhtp7waHVW,https://api.spotify.com/v1/tracks/1cOj24fUMnBSXhtp7waHVW,https://api.spotify.com/v1/audio-analysis/1cOj24fUMnBSXhtp7waHVW,256467,4
682,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,audio_features,5tdKaKLnC4SgtDZ6RlWeal,spotify:track:5tdKaKLnC4SgtDZ6RlWeal,https://api.spotify.com/v1/tracks/5tdKaKLnC4SgtDZ6RlWeal,https://api.spotify.com/v1/audio-analysis/5tdKaKLnC4SgtDZ6RlWeal,275533,4
683,0.489,0.676,0,-8.769,1,0.0367,0.287,0.0,0.389,0.623,89.735,audio_features,3SnQWnwWZnCbSrsXQtSCCB,spotify:track:3SnQWnwWZnCbSrsXQtSCCB,https://api.spotify.com/v1/tracks/3SnQWnwWZnCbSrsXQtSCCB,https://api.spotify.com/v1/audio-analysis/3SnQWnwWZnCbSrsXQtSCCB,256960,4
684,0.632,0.655,10,-9.014,1,0.0358,0.194,8.26e-06,0.0747,0.278,103.017,audio_features,09Nc7eoLYlHrwdBHKLZbhS,spotify:track:09Nc7eoLYlHrwdBHKLZbhS,https://api.spotify.com/v1/tracks/09Nc7eoLYlHrwdBHKLZbhS,https://api.spotify.com/v1/audio-analysis/09Nc7eoLYlHrwdBHKLZbhS,287933,4
685,0.544,0.435,11,-11.442,1,0.0304,0.537,3.73e-06,0.0995,0.325,79.034,audio_features,1gN4wxYZXt7WBM2LAlS8MH,spotify:track:1gN4wxYZXt7WBM2LAlS8MH,https://api.spotify.com/v1/tracks/1gN4wxYZXt7WBM2LAlS8MH,https://api.spotify.com/v1/audio-analysis/1gN4wxYZXt7WBM2LAlS8MH,255507,4
