,track_id,decade,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,zero_crossing_rate,duration_ms,time_signature,genres
91,0WkZQPNC0c7yrsMX1arVAd,1950,The Purple People Eater,Sheb Wooley,0.643,0.617,9,-5.006,1,0.0801,0.823,0.0,0.33,0.8809999999999999,157.748,0.07908981950640033,137960,4,rock
92,1cbtxiinXdEZcpi6uFchdL,1950,Hard Headed Woman,Elvis Presley,0.574,0.705,2,-8.725,0,0.187,0.84,0.0,0.599,0.848,97.83200000000001,0.1123761156395124,113493,4,"['rock-and-roll', 'rockabilly']"
93,5ayybTSXNwcarDtxQKqvWX,1950,Poor Little Fool - Remastered,Ricky Nelson,0.474,0.33799999999999997,0,-11.527999999999999,1,0.0299,0.648,0.0,0.13,0.81,154.596,0.07234593192397208,153933,4,pop
94,7eFkppJ0SqfLsI9zj8Oeva,1950,Volare (Nel Blu Dipinto Di Blu),Domenico Modugno,0.45899999999999996,0.5589999999999999,7,-10.232999999999999,0,0.0301,0.679,0.9079999999999999,0.341,0.8909999999999999,77.872,0.16085654810855265,164293,4,"['classic italian pop', 'italian pop']"
95,3TNrQsWjct0FOBxm3Yt8Bq,1950,Little Star,The Elegants,0.237,0.336,9,-14.047,1,0.0363,0.667,0.0,0.275,0.6859999999999999,70.183,0.10408516048277863,163880,4,"['doo-wop', 'rhythm and blues']"
96,2lmPUdIdzlFH64PWJrw6Zb,1950,It's All In The Game,Tommy Edwards,0.384,0.276,3,-13.527000000000001,1,0.0295,0.038,0.0,0.309,0.654,105.181,0.07815416808087665,159040,3,pop
97,1xVOttVNT27FBTD8iHjOfU,1950,It's Only Make Believe,Conway Twitty,0.461,0.466,11,-9.627,1,0.0598,0.86,2.7600000000000003e-05,0.135,0.251,128.537,0.08657957658553142,132027,4,country
98,2qLxtO0iaFGI9x19vU3bDI,1950,Tom Dooley,The Kingston Trio,0.649,0.14400000000000002,4,-13.985999999999999,1,0.0418,0.8059999999999999,4.55e-06,0.105,0.45799999999999996,125.74,0.0479845234920481,183973,4,soft rock
99,1nnUPkQWOcXl5OCKStXnls,1950,To Know Him Is To Love Him,The Teddy Bears,0.28800000000000003,0.33,2,-10.211,1,0.0294,0.892,2.61e-06,0.12300000000000001,0.39,174.252,0.1210423519736842,146067,3,pop
100,7mZwaEEaHSeTYC2hTAjUki,1950,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,Alvin & The Chipmunks,0.635,0.46799999999999997,3,-7.175,1,0.0417,0.768,0.00134,0.5760000000000001,0.695,149.64,0.14979652428405574,141907,3,kids & family
101,2vSxjnyrWrtxyfzO47EX6q,1950,Smoke Gets In Your Eyes,The Platters,0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.17300000000000001,0.285,171.222,0.07051402492242048,160933,3,r&b/soul
102,4MUGG9mgDUP8dlaS3AAeg0,1950,Stagger Lee,Lloyd Price,0.396,0.618,3,-8.209,1,0.0311,0.675,0.0,0.0982,0.8240000000000001,69.835,0.1244636103568658,144960,4,r&b/soul
