,track_id,decade,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,genres
10,6KEWtSOGKpIXGw6l1uJgsR,1950,The Things We Do For Love,Phil Harris,0.637,0.528,1,-9.837,1,0.0394,0.163,0.0,0.122,0.7809999999999999,106.949,207573,4,1723.4093069668647,1635.32870077759,3220.9762821833788,0.0939287965477114,-105.46614437392506,130.83188521263472,-43.68614016635042,52.83227700305296,-8.915882310336935,10.799871583502872,-9.824346077659918,5.9740117442279805,-11.578839641894856,-7.901015925447639,7.75616182434379,-4.4823821575875735,-9.334812829548165,0.7130332906370342,-6.617266032335197,-5.249547905803527,-5.6470285798906055,-2.0977288564423096,-6.745770113138218,0.8454206685917864,0.31009365417473683,0.3795738760066819,0.5012575004864301,0.3624919348887694,0.3321160659973845,0.3536089403261389,0.444534163655008,0.4699661597563939,0.3735021393326137,0.3148191564023402,0.2568779361893024,0.30458255862962,rock
11,5U6spMAvzXQ1ebdIs6TbDy,1950,The Tennessee Waltz,Patti Page,0.48100000000000004,0.855,5,-9.78,1,0.0433,0.00626,0.8290000000000001,0.0771,0.899,146.403,176383,4,2581.637188934957,2733.487276979918,5822.7814571038125,0.12141536559113775,-77.91277535054114,76.5504595582216,13.166910505132105,27.092681171765896,3.569463044166603,10.518363972092873,-4.096822097313639,0.21462608823925525,-5.346034197395379,3.0400813135767626,-3.2519643184783744,0.5510631262590051,-4.100436613612939,1.734786318534778,-4.287213329950217,0.710823093334749,-3.4618436970488204,-0.5682856590966056,-7.702237799703315,-0.7588327542643413,0.5555577325117098,0.2735198678671835,0.259274021843605,0.20045394794821905,0.3856285981298351,0.555160299429276,0.3087573484895351,0.41834615672060094,0.3170268725662258,0.43422097810209936,0.3769327671611424,0.3528111661657417,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
12,4p6mrb1gCxHkWxbVE2M5DV,1950,If I'm Lucky - Remastered,Perry Como,0.302,0.0304,9,-18.910999999999998,1,0.0446,0.991,6.35e-06,0.0893,0.146,168.797,177907,3,1031.592948073934,1236.7748393491288,1853.8304568075173,0.05267126124709752,-290.5991596869542,159.9688603981063,-5.383948848889131,34.035639544704644,-1.4933659216163164,-13.133936407670296,-7.5291521562896815,-12.838815976400205,-7.422784079764378,-9.54344192326067,-8.14627213504161,-4.097338420656733,-1.7800209157947997,-2.04922952474532,0.2674084607236604,4.774363461981621,-2.308335759741564,-9.337198941027477,-5.9932938187245925,-0.756441640584957,0.2138194501386164,0.24917022820004836,0.18654784947670766,0.17660577481195594,0.20223663679984566,0.15477227168895094,0.16654256738832654,0.17267886540412586,0.3599195602251929,0.3754392513165217,0.24468933785032926,0.33977095254298445,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']"
13,7bETs6oajlWYVo9ycX74Vp,1950,"Be My Love (From ""The Toast of New Orleans"")",Mario Lanza,0.168,0.457,1,-7.361000000000001,1,0.0375,0.972,1.33e-06,0.18,0.20199999999999999,86.749,209627,3,1833.9531451731966,1636.5355809515095,3155.464252672697,0.11330052425986842,-130.90614821013315,126.00729922598869,-50.56360966167301,25.674027038042627,4.0725352049586805,-12.407977828675492,-10.857922369172591,4.49375606816809,-24.984246339981365,2.4198585316310965,-2.2356488007861817,-1.0366105687490483,-11.142643737642606,6.792276284928576,-10.422430844715123,-4.068408105667372,-2.2406357406759025,-4.779908211740524,-4.197558420418575,7.966611896801939,0.3376930692184169,0.34630066230649703,0.24745644305965706,0.28603471082318976,0.32200354751418464,0.4117584955014603,0.3948808594761477,0.2627371978979656,0.20611054204672727,0.21791115994261992,0.29114745669046765,0.2654970010111091,"['adult standards', 'canzone napoletana', 'classical tenor', 'operatic pop']"
14,0onHzLoj8yQbjbHtJzwjBx,1950,How High The Moon,Les Paul,0.695,0.5820000000000001,11,-9.567,0,0.0381,0.687,0.00914,0.17800000000000002,0.8170000000000001,118.88,127267,4,1396.5055023923167,1372.0505895275076,2589.3802047978083,0.08012471816815361,-172.82406204597697,154.88031581949483,-60.13222394298796,37.16776185647194,6.671011392077446,5.8405756980262336,-5.123409625740443,3.4851515589837203,-5.734100634882875,0.6342383838753674,-10.385319369033814,-2.023175927296096,-6.392059054637135,-1.4415879397411406,-1.5898606562338569,1.8217189713573303,-5.570801131899343,-6.307046398417325,-4.202078013367843,-1.9420865185154819,0.4194989555286456,0.3787514277762163,0.2846976750130453,0.264369091289947,0.438726615600846,0.28457383903120176,0.2730039561105663,0.30021659929116623,0.3739125515068814,0.4705162239461202,0.32397178893561,0.4068885442889681,pop
15,0D1LMx0zya1EXlj4F9l6Mg,1950,Too Young To Go Steady - Remastered,Nat King Cole,0.191,0.215,7,-15.950999999999999,1,0.0434,0.745,2.49e-05,0.133,0.17300000000000001,174.051,172867,4,1479.8041892577248,1896.71109895383,2833.9131973065364,0.06175829737199379,-175.51481396515305,140.2572101957138,-3.4103980905404327,11.207418844244735,2.130886932013333,-8.33114378810308,-9.161054087907972,6.863326935354638,-14.936986055575511,-2.617515604447413,-8.0341268814692,-3.344671883535941,-4.499558594192392,-0.9982743429217118,-4.380216899301158,-0.20665265572324484,-10.079375502322089,-0.4740901452969701,-5.206594524275356,-2.1401446104143416,0.2925314509336138,0.18841470687464448,0.2688675330144371,0.3779252485051543,0.2647068937399756,0.2820414503160493,0.19596135560070915,0.2974228005038514,0.2477707978818213,0.2103770941622764,0.28399520020914704,0.20862648135323186,"['adult standards', 'vocal jazz']"
16,3GVyT9fBXuEkGs1STo2WHZ,1950,Come On-A My House,Rosemary Clooney,0.527,0.633,10,-8.56,0,0.114,0.826,0.0,0.42200000000000004,0.961,183.174,116933,4,2466.934322532624,2509.4654625518688,5238.168325512771,0.1263480644107972,-81.23168169318154,80.56005687515658,1.987890001889811,40.439170529352324,-8.207444630088528,13.758300193061595,-2.0542125670424856,-0.7939725580981832,-11.755858803588099,-0.2653225433113421,-14.748254711102438,7.110104311488597,-9.08910192495825,4.929865819603824,-9.611001474960583,-5.4801580094510935,-7.933435161066983,-5.044472494983527,-9.872358104740599,-0.09429853184277533,0.5470381681347949,0.3711272475963287,0.4031498332853505,0.3749186484423869,0.2631316600346535,0.3204282089559829,0.3208862012191185,0.3767327914235421,0.2862579822616586,0.2173274234155551,0.24510909114540935,0.323049814328707,"['adult standards', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']"
17,4EcmCSEL77iVCdhylq0yG2,1950,Because of You (with Percy Faith & His Orchestra),Tony Bennett,0.235,0.222,6,-13.28,1,0.0302,0.9740000000000001,0.00109,0.255,0.22699999999999998,84.846,177333,3,1465.648384400305,1588.2486416925626,2706.125303097185,0.0821450059258901,-167.5200229302843,145.0878832187346,-28.456242871687913,25.576955936006108,0.2717620758476307,-4.856000300138204,-8.282685687512004,-0.7339805413785079,-9.5813350956724,-3.7204868563395936,-10.998421156172004,-4.494486180801373,-5.562887446919451,-0.2923184450727817,-5.371012125262451,2.5864625594601542,-5.383662318424535,-0.5309909367264661,-2.1205889495166907,-1.808164058679562,0.1837091310266889,0.2188881901521124,0.15818677854545926,0.3346780276347949,0.20196760215683132,0.14724145515707387,0.19888757673980428,0.1956807053737384,0.3384096554825283,0.2962743607330076,0.4076411457866281,0.3310622464123944,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
18,6V5kMW3vhcduEgFp5TPYsG,1950,"Cold, Cold Heart (with Vicentico)",Tony Bennett,0.41,0.168,5,-14.168,0,0.0344,0.8909999999999999,1.27e-05,0.131,0.358,74.131,195973,4,1309.424702491332,1849.3982107181146,2483.7099813455397,0.05498303865131579,-154.6541191587358,144.1181936743163,12.343542886055147,20.626516021657746,-1.891519684825072,5.953747676948992,-1.8251917025772664,7.634688135339843,-5.813394788053875,2.2439795478763216,1.7047403368129812,-5.170159523374343,0.5513400528840223,1.8981565754377443,-2.2203416128223408,8.315258272378612,-0.7746079112417726,3.17710972268259,1.7588390154427955,0.2882760662376537,0.2954087737657132,0.25839916500333365,0.2850435595148586,0.3192671186585229,0.2510510708583022,0.3611236497904246,0.2764193843924105,0.3956216066889485,0.34345500105614474,0.2502461652462773,0.3918291698534696,0.2324469210824196,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
19,4cyPBIYP1z47ZIdT7fgDxu,1950,Sin (It's No) Sin,Eddy Howard,0.34299999999999997,0.096,8,-14.694,1,0.0379,0.963,0.0,0.24,0.195,78.666,168507,4,1268.9050294357269,1587.4829427499137,2304.33672541699,0.05577921959852599,-238.37005003335892,146.44753649660387,-4.984144651881991,30.66306416066688,1.0309447954338729,-11.01792567679934,-4.489232551571892,-1.3986832889264402,-24.224728974401764,-3.4339990533281113,-15.189965535052435,-8.442151199506704,-6.408279812723994,-3.13839673734599,-12.957424338263793,0.7381187107572456,-8.575235739754806,-3.003286674478062,1.1051992419681498,-7.2500476895260855,0.20773082907050067,0.18591173659715268,0.18752924363905654,0.2011603916753633,0.19059485088598,0.21206522849175716,0.24192007651883185,0.4173878805791576,0.4389107473944612,0.35539119157866306,0.3204514073718423,0.2420212038344367,jazz
20,4wnFpRgQu2gLN8d76dYOGr,1950,Cry,Johnnie Ray,0.479,0.0952,0,-15.5,1,0.0274,0.8490000000000001,0.0,0.657,0.35,69.78399999999999,181693,4,2050.64321327286,2076.00669636949,3997.342495283475,0.09524243239647832,-200.06414454412308,87.46409560200794,-18.196251737835304,25.685534771790362,-10.971159890984351,8.224037105494611,-11.17324980812989,1.6296044598199586,-10.979364090927241,5.20761801977938,1.3323034422801805,5.5271272529076825,-8.974936957661606,-0.4842011929511181,-10.042755914343225,-6.722774334735527,-3.9471032916298836,1.0142088646258764,-0.32568467086181896,3.3583121673659604,0.1748944456195402,0.16060013544845975,0.2259490521043818,0.29050629679709217,0.4483332344079311,0.20873666230741006,0.2611301162510992,0.4375668104230388,0.2691280105551373,0.1976656872748187,0.14955632206292832,0.22226373995273785,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']"
21,2FlDxXrsYrza7Mk98NCSIo,1950,Wheel Of Fortune,Kay Starr,0.457,0.25,7,-11.8,1,0.0361,0.915,0.0,0.41100000000000003,0.381,141.716,189667,4,1986.0857584167395,1699.2582495373097,3612.9423888734004,0.12521743478471686,-191.72346278730103,106.56390831479635,-33.6757562027479,47.424942489595225,-12.485423885853633,-9.520322791132477,6.968598426739415,-5.914384245379965,-15.522778931976607,13.321276673462135,-15.666771194889774,-6.651448554164488,-4.5938552632405685,-9.394068873741274,-11.113072383470008,-1.31162266126115,0.7970262767449126,2.55235874650054,5.877948086001309,-1.9187823714239751,0.21257483269337266,0.22540952348328475,0.24553218205185345,0.2884636330903554,0.1871563689283386,0.20599724815555928,0.2097801378282776,0.4041780383143029,0.5093306095171383,0.23745957564668985,0.20849140998324525,0.16115932560410615,"['adult standards', 'big band', 'deep adult standards', 'easy listening', 'lounge', 'torch song', 'vocal jazz']"
22,5eOP7g5BLBpmksOeoFn77Y,1950,Blue Tango,Leroy Anderson,0.479,0.151,2,-22.706999999999997,1,0.0345,0.856,0.856,0.11,0.556,118.902,184000,4,1666.1033329853533,1909.7863985920064,3324.9048947549827,0.08701232343266252,-252.7482340350616,130.25106078158646,-21.10612792214971,27.1494203987295,-3.2990529549870145,5.83098852069146,-8.388397427511485,7.213126689545773,-7.13255760991238,3.7897637976567258,-6.679673982839093,2.9691158859473683,-2.7683066240945227,3.548917555105543,-4.731924271735557,4.814330049150288,-3.369906769794584,4.522866289016919,-2.1840082956040083,4.50510763195203,0.2658415171192487,0.3214919803628004,0.4518225333237971,0.24477222990681,0.34919444251719217,0.2203939402369408,0.4122991677445238,0.28222525195722725,0.24800011090549395,0.4844598700247853,0.2133830905457008,0.30176841434672563,"['american modern classical', 'easy listening', 'space age pop']"
23,0mRAY4VhmgEsBvLEFxB6Vm,1950,Here In My Heart,Al Martino,0.177,0.27899999999999997,9,-10.950999999999999,0,0.0312,0.8,0.0024,0.153,0.155,82.96700000000001,193373,3,1927.1371304460574,1840.1742888031808,3505.9863508533754,0.10422171984096197,-167.15691356886137,102.05595757184857,-30.494968374304186,48.92037136715122,0.3920918356935757,-3.4965816119372497,-2.6215482477372793,7.487875513626556,-12.632611858369634,2.825460277426078,-2.5202625812133066,-4.621494682795584,-8.570271951293423,-1.5986804057746835,-8.582285356196406,-5.053499228556177,-9.599787092430082,-3.959288300543527,-9.441479458941336,-3.2609196456598246,0.2489764843062772,0.16766821335956847,0.2483770512224769,0.2510792765236329,0.363986018513044,0.3013986858759477,0.25502891635924724,0.3014307292467605,0.34217631223640843,0.3964940868952804,0.2802459117485122,0.2824531132642392,spoken word
24,2CFMsXx3SRAetoYdtEZNgg,1950,Delicado,Percy Faith,0.498,0.812,4,-8.017999999999999,1,0.0319,0.743,0.711,0.10099999999999999,0.8340000000000001,99.406,172613,4,1722.4774852407852,1975.7485696708457,3345.9797673181115,0.08701118965267028,-44.192086090586656,128.2133798024166,-21.108567185240354,17.33161660035277,-7.193095483183559,1.813219166128836,-6.37824117617105,2.2684357642456585,-10.602891118613137,2.052507744602916,-10.34203186237522,2.188621468640829,-11.569719173067211,-0.8484277905144666,-12.316100214459134,-0.6331675536440456,-8.295226252500816,-1.6064263507467416,-12.085885960955114,1.0004852536900806,0.3529474908064415,0.2029243807969383,0.2298073134432025,0.2325870233137304,0.4342671850693259,0.3258008689276603,0.21441909746447813,0.2106644817844746,0.2662236083934027,0.44623562595979294,0.3527960430182325,0.4066127140317,"['adult standards', 'ballroom', 'easy listening', 'lounge']"
25,3rIhZKroSQQjNcgGQsdaJF,1950,Auf Wiederseh'n Sweetheart - 2017 Version,Vera Lynn,0.149,0.13699999999999998,8,-15.349,1,0.0326,0.846,1.9600000000000002e-05,0.23199999999999998,0.253,82.853,160347,3,1885.9479587303315,1938.159659159001,3544.325141522013,0.08767091737781225,-244.04924995738926,110.8509057602382,-15.265987259161575,25.77095372252508,-8.222735288895931,-6.432757794130852,6.300983458776928,-13.749537624830893,-6.853579931469666,2.9232775715383217,-16.82743141459496,1.839290875104433,-12.44025927440917,-10.102405564943137,-7.300154900809598,-4.826439887619975,-5.290884646547007,0.7439828870761853,-9.031837454688912,-1.177800108257613,0.30781429080463946,0.3016722608688873,0.18017770827962734,0.2342150118338044,0.222642259952442,0.238300949098677,0.1813128295398561,0.22929703573238475,0.30494439166854903,0.2505805779845541,0.2854161509350453,0.2639442610273785,vocal pop
26,7AsR2HcqozArM3uDii35xX,1950,You Belong To Me,Jo Stafford,0.23800000000000002,0.14300000000000002,5,-14.417,1,0.0342,0.953,0.0,0.11599999999999999,0.165,68.696,194173,3,1572.2015706538614,1736.3120845530393,3057.7231964277057,0.07036136600562451,-153.53107486758066,129.76435581555623,-17.149348671431866,32.4293034808352,-6.6846405099904604,-7.454122397868403,5.9229744616543085,-4.00633078921537,-23.31937057908833,3.4514053453285465,-13.102656831551256,-6.439967977415375,-10.995734242908961,-8.280708173407515,-6.208184775689812,-6.405274884564122,-10.189054538971813,1.927324761918753,-4.31179426740347,0.3710719219441368,0.3124867926193563,0.1733646683531128,0.17345391866318913,0.19503192775062675,0.3598559374392725,0.36493269971974224,0.182896152294006,0.20330976080288013,0.2027645080173857,0.2914794228675699,0.18819606304719808,0.22337890373703367,vocal
27,4cS2Ya30FLHqNb3hwbtjrJ,1950,I Went To Your Wedding,Patti Page,0.53,0.0853,0,-12.222999999999999,1,0.0327,0.927,0.0,0.126,0.11199999999999999,78.372,194373,3,1706.2800858803917,1692.5051512815573,3281.2157937960633,0.09736987247866563,-140.04370726435792,127.14533664198076,-29.849168754882456,39.644113881760056,-11.561474432083399,6.0645825598995495,-6.349550122938045,-0.2623716802744729,-9.928743777858491,5.474972586803008,-11.495718862060814,-3.9859638024990267,-8.075321257451847,-10.08630871363441,-6.41243017158378,-7.811603155131088,-0.1367823213026224,2.410285070454908,-2.98636184091984,-3.5318677535119862,0.26143287115655306,0.16456898005678544,0.20491959883798005,0.1669829471009831,0.3181030801797324,0.30075560023774683,0.2649330296580813,0.5077653411799139,0.3311994689713376,0.3623006060749464,0.16427141865641015,0.19658978054626047,vocal
28,67HAs4WdVmQl4H8AvMDCVB,1950,Rock & Roll Must Go (It's in the Book),Johnny Standley,0.602,0.603,0,-8.029,1,0.87,0.735,0.0,0.848,0.233,115.219,183720,4,1969.497377531189,1821.6963640530614,3759.31060129644,0.10232440015479877,-146.22179769534438,107.60363724805737,-48.26125476956556,16.9190353170882,-27.951211279417613,18.90467985713333,-17.052782451922358,-1.6807124218552134,-21.48707864411529,7.649367836921361,-9.014923498855492,-2.897453583577009,-8.851817252753092,-4.6011432566731765,-2.1598257545252246,-7.68039302001662,-4.9386068984377625,-4.70686603853936,-0.5068737502351488,-5.231978622031676,0.2582361271883499,0.28218758226189183,0.3473153920783645,0.4411946551572167,0.4546066493413852,0.3964883259172161,0.3677473543097872,0.3809987584588437,0.3892340650428587,0.3503241394636701,0.3189385441297256,0.2794408053511749,['deep adult standards']
29,4DD6qTLKWCVZl5fAZDVWOo,1950,Why Don't You Believe Me,Joni James,0.779,0.19399999999999998,0,-14.595999999999998,1,0.0323,0.7090000000000001,8.31e-05,0.0574,0.39,93.24799999999999,208800,4,1734.2102229054224,2157.177886517624,3674.5194473502806,0.07034197827979878,-177.2405110695745,111.44016978429359,3.5526005807908394,26.905445798859372,5.208481180848461,9.180429394354539,4.65375551970646,-1.2657481242388324,-6.4552498945906285,2.5751504340899314,-10.005943681951669,-0.4052023983280211,-9.27289532146114,-2.683311097880148,-6.567425417285537,-4.9727412974043705,-6.493920516513624,0.7251901886827268,-5.186140981125765,2.3097625029052917,0.31887923026032144,0.2095745121607674,0.28383411214150844,0.15988888101452536,0.23695942017062854,0.2871487904392104,0.2608830264716869,0.5207334308004133,0.28226393773170444,0.2732804116072355,0.18207996441288365,0.22810456730657036,"['adult standards', 'deep adult standards', 'easy listening']"
