,artist,song,decade,track_id,preview_url,track_name,artist_name,artist_id,genres
609,Paul McCartney,Ebony and Ivory,1980,3fVSMbeq8tY3G85yxcJwRU,,Ebony And Ivory - Remixed 2015,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,
610,The Human League,Don't You Want Me,1980,3L7RtEcu1Hw3OXrpnthngx,,Don't You Want Me,The Human League,1aX2dmV8XoHYCOQRxjPESG,
611,Survivor,Eye of the Tiger,1980,2KH16WveTQWT6KOG9Rg6e2,https://p.scdn.co/mp3-preview/9e37f230afd37042e49f3d144c3b94e0b39ef8ba?cid=b05f690e17ba4b758d92a214cfbc7f24,Eye of the Tiger,Survivor,26bcq2nyj5GB7uRr558iQg,
612,Steve Miller Band,Abracadabra,1980,2E2ZVy2fxslpAUgbb4zu84,,Abracadabra,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,
613,Chicago,Hard to Say I'm Sorry,1980,07TnWCHrFkvF61GzJuLVt0,https://p.scdn.co/mp3-preview/ed072f2bc6fe0e0be670b1ee65a2705e5b726df5?cid=b05f690e17ba4b758d92a214cfbc7f24,Hard to Say I'm Sorry / Get Away - 2006 Remaster,Chicago,3iDD7bnsjL9J4fO298r0L0,
614,John Mellencamp,Jack and Diane,1980,2cQEyZU6HXlxzcOtPwfap9,https://p.scdn.co/mp3-preview/7ac7e1af876405d0139c4ee2625be0aa43669095?cid=b05f690e17ba4b758d92a214cfbc7f24,Jack and Diane,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
615,Men At Work,Who Can It Be Now,1980,5rfJ2Bq2PEL8yBjZLzouEu,https://p.scdn.co/mp3-preview/987cabd1144cf47ff640515cb3480fd7cfe829c8?cid=b05f690e17ba4b758d92a214cfbc7f24,Who Can It Be Now?,Men At Work,0f3EsoviYnRKTkmayI3cux,
616,Joe Cocker,Up Where We Belong,1980,4U6mBgGP8FXN6UH4T3AJhu,,"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,
617,Lionel Richie,Truly,1980,53aSijEqI0rQCuK7qbtG7k,,Truly - Live,Lionel Richie,3gMaNLQm7D9MornNILzdSl,
618,Toni Basil,Mickey,1980,5G9KcZaxfCysfv4EryCB9b,https://p.scdn.co/mp3-preview/b53ccff11ef669e284c49dbce28aafbcb7dcdc9c?cid=b05f690e17ba4b758d92a214cfbc7f24,Hey Mickey,Toni Basil,59hMeIYY3k3NoX54rrVGPv,new wave pop
619,Daryl Hall & John Oates,Maneater,1980,7j74lucZ59vqN67Ipe2ZcY,https://p.scdn.co/mp3-preview/06e8b5acc7afad6d29fe4d97c6cef445d2ef01ee?cid=b05f690e17ba4b758d92a214cfbc7f24,Maneater,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,
620,Men At Work,Down Under,1980,46RVKt5Edm1zl0rXhPJZxz,https://p.scdn.co/mp3-preview/e2a0e908126b04c92cf0f80c29242d46f2b45396?cid=b05f690e17ba4b758d92a214cfbc7f24,Down Under,Men At Work,0f3EsoviYnRKTkmayI3cux,
621,Toto,Africa,1980,2374M0fQpWi3dLnB54qaLX,https://p.scdn.co/mp3-preview/4551544dbf630ad584de356432e8afbd84b96914?cid=b05f690e17ba4b758d92a214cfbc7f24,Africa,Toto,2nbTrndWzGHdI3jDqCmTrj,[]
622,Patti Austin,"Baby, Come to Me",1980,03Wma4AcL2NXi0HPqhKJ1v,https://p.scdn.co/mp3-preview/98bdfcc2e79df4193bcbe1d8b3207ce8fa2d4492?cid=b05f690e17ba4b758d92a214cfbc7f24,"Baby, Come To Me",Patti Austin,0JxChc2w5fwTGbXKfc4cRd,
623,Michael Jackson,Billie Jean,1980,5ChkMS8OtdzJeqyybCc9R5,https://p.scdn.co/mp3-preview/f504e6b8e037771318656394f532dede4f9bcaea?cid=b05f690e17ba4b758d92a214cfbc7f24,Billie Jean,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,
624,Dexys Midnight Runners,Come On Eileen,1980,3MrWxJaD2AT0W9DjWF64Vm,,Come On Eileen,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,
625,Michael Jackson,Beat It,1980,1OOtq8tRnDM8kG2gqUPjAj,https://p.scdn.co/mp3-preview/4901df6e0f8bf6ce93e08df7d98a50e220c45799?cid=b05f690e17ba4b758d92a214cfbc7f24,Beat It,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,
626,David Bowie,Let's Dance,1980,3ix6K4wZY29bCujrSznwFZ,https://p.scdn.co/mp3-preview/1d3275edcfb6ebd3b0c25c8cf2d5c83da74fd43a?cid=b05f690e17ba4b758d92a214cfbc7f24,Let's Dance - 2018 Remaster,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,
627,Irene Cara,Flashdance... What a Feeling,1980,5nUpmh8WSlQooSmNEUWDJo,,"Flashdance...What A Feeling - From ""Flashdance""",Irene Cara,3oZa8Xs6IjlIUGLAhVyK4G,
628,The Police,Every Breath You Take,1980,1JSTJqkT5qHq8MDJnJbRE1,,Every Breath You Take,The Police,5NGO30tJxFlKixkPSgXcFE,
629,Eurythmics,Sweet Dreams (Are Made of This),1980,1TfqLAPs4K3s2rJMoCokcS,https://p.scdn.co/mp3-preview/47477574da2591c98c035543bfb2ec4ee82458fd?cid=b05f690e17ba4b758d92a214cfbc7f24,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0NKDgy9j66h3DLnN8qu1bB,
630,Michael Sembello,Maniac,1980,0QKfiqpEU4h9ycPSzIFwYe,,Maniac,Michael Sembello,771qBvjnXOH9Azr6lKy6FB,hi-nrg
631,Billy Joel,Tell Her About It,1980,6kCJMxv445L2okuTiou1fR,https://p.scdn.co/mp3-preview/94ab5cde38c4a5d38d883e4fe22e397f5957b441?cid=b05f690e17ba4b758d92a214cfbc7f24,Tell Her About It,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,
632,Bonnie Tyler,Total Eclipse of the Heart,1980,7wuJGgpTNzbUyn26IOY6rj,https://p.scdn.co/mp3-preview/a136a8fcf421fefa698686a32143dfbfc96b9802?cid=b05f690e17ba4b758d92a214cfbc7f24,Total Eclipse of the Heart,Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,
633,Kenny Rogers,Islands in the Stream,1980,6dnco8haegnJYtylV26cBq,https://p.scdn.co/mp3-preview/2fa828e8eac073abe81c6e9d9a261319c81e909a?cid=b05f690e17ba4b758d92a214cfbc7f24,Islands In the Stream,Kenny Rogers,2i84asMgDbIkr6jmLQmmfY,[]
634,Lionel Richie,All Night Long (All Night),1980,2Wb9ejnmy27DUTUe9YF5Ew,,All Night Long (All Night) - Single Version,Lionel Richie,3gMaNLQm7D9MornNILzdSl,
635,Paul McCartney,"Say, Say, Say",1980,4InXjGfCi4hJVWlqPuY6Im,,Say Say Say,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,
636,Yes,Owner of a Lonely Heart,1980,0GTK6TesV108Jj5D3MHsYb,https://p.scdn.co/mp3-preview/f2dc5abc558a7b1bdb925ec630306f47e28c77a5?cid=b05f690e17ba4b758d92a214cfbc7f24,Owner of a Lonely Heart,Yes,7AC976RDJzL2asmZuz7qil,
637,Culture Club,Karma Chameleon,1980,2wSAWEYUHkt92X4SBAPqZE,,Karma Chameleon - Remastered,Culture Club,6kz53iCdBSqhQCZ21CoLcc,
638,Van Halen,Jump,1980,7N3PAbqfTjSEU1edb2tY8j,https://p.scdn.co/mp3-preview/f6e554cadfb84a511acbbd8661741b805ecca193?cid=b05f690e17ba4b758d92a214cfbc7f24,Jump - 2015 Remaster,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,
639,Kenny Loggins,Footloose,1980,6W2VbtvMrDXm5vYeB7amkO,https://p.scdn.co/mp3-preview/76d526694040f175159223da0122148c93bdca19?cid=b05f690e17ba4b758d92a214cfbc7f24,Footloose,Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,
640,Phil Collins,Against All Odds (Take a Look at Me Now),1980,63CHa6rmamv9OsehkRD8oz,https://p.scdn.co/mp3-preview/b82cb726ce0d98d606eafc10cd37ca8d1a2f7916?cid=b05f690e17ba4b758d92a214cfbc7f24,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,
641,Lionel Richie,Hello,1980,79byi182K1IfzjaUHeijWa,,Hello - Live,Lionel Richie,3gMaNLQm7D9MornNILzdSl,brooklyn drill
642,Deniece Williams,Let's Hear It for the Boy,1980,4VyU9Tg4drTj2mOUZHSK2u,https://p.scdn.co/mp3-preview/b2545ab901aa3801793cd73435534883052047f7?cid=b05f690e17ba4b758d92a214cfbc7f24,"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,5jNGQ7VOU87x5402JjhTtd,
643,Cyndi Lauper,Time After Time,1980,7o9uu2GDtVDr9nsR7ZRN73,https://p.scdn.co/mp3-preview/53a84502abfa84f3fa72eddc4da3f65e4a4af903?cid=b05f690e17ba4b758d92a214cfbc7f24,Time After Time,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,
644,Duran Duran,The Reflex,1980,4sz1Ng2Cgidfqqiy0pNL6R,https://p.scdn.co/mp3-preview/b15ef92885a354a8e8854bb91214b4d882142df4?cid=b05f690e17ba4b758d92a214cfbc7f24,The Reflex - Single Version; 2010 Remaster,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,
645,Prince,When Doves Cry,1980,51H2y6YrNNXcy3dfc3qSbA,https://p.scdn.co/mp3-preview/5fc1bc59898ea8d0d23cf88810828d014020ef5d?cid=b05f690e17ba4b758d92a214cfbc7f24,When Doves Cry,Prince,5a2EaR3hamoenG9rDuVn8j,
646,Ray Parker Jr.,Ghostbusters,1980,569uHYIB0X324FZOBEhvit,https://p.scdn.co/mp3-preview/170a4926fe1050ed8460e11566e2ebf2f0f7884f?cid=b05f690e17ba4b758d92a214cfbc7f24,Ghostbusters,Ray Parker Jr.,0NyzfcGDZZ6GM25EBG9BYK,
647,Tina Turner,What's Love Got to Do with It,1980,3Be7CLdHZpyzsVijme39cW,https://p.scdn.co/mp3-preview/0428df28c6aad28a78a37febc266803a5be35fc4?cid=b05f690e17ba4b758d92a214cfbc7f24,What's Love Got to Do with It,Tina Turner,1zuJe6b1roixEKMOtyrEak,"['disco', 'europop', 'new wave pop', 'soft rock']"
648,John Waite,Missing You,1980,1Qrdlkgg9I4J7r3P4kZNwr,,Missing You,John Waite,2TPyCsRoh2tjeZLTQ2ojlj,
649,The Revolution,Let's Go Crazy,1980,0QeI79sp1vS8L3JgpEO7mD,https://p.scdn.co/mp3-preview/85dd430202f409d4e960e9169cfdddd38fe46ade?cid=b05f690e17ba4b758d92a214cfbc7f24,Let's Go Crazy,The Revolution,7y4wIG2U2P7lRBt8yW6pu2,['electro jazz']
650,Stevie Wonder,I Just Called to Say I Love You,1980,6RNDeRnWsRMjPdNVgupZCs,,I Just Called To Say I Love You,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,
651,Billy Ocean,Caribbean Queen (No More Love on the Run),1980,4JEylZNW8SbO4zUyfVrpb7,https://p.scdn.co/mp3-preview/2ac8fe34f4a3a0d7cd38b76a400f7f379fdc12c5?cid=b05f690e17ba4b758d92a214cfbc7f24,Caribbean Queen (No More Love On the Run),Billy Ocean,5IDs1CK15HegSAhGEbSYXo,
652,Wham!,Wake Me Up Before You Go-Go,1980,0ikz6tENMONtK6qGkOrU3c,https://p.scdn.co/mp3-preview/d1c143357d86d1736806ed7404b71a44feb8451d?cid=b05f690e17ba4b758d92a214cfbc7f24,Wake Me up Before You Go-Go,Wham!,52VQmdGmoJnAhZZuQTNTlX,[]
653,Daryl Hall & John Oates,Out of Touch,1980,7o67roCVsFiCt7Cf0ZLOJq,https://p.scdn.co/mp3-preview/d16ea3556110867fd1c25aca50c697656d482e0f?cid=b05f690e17ba4b758d92a214cfbc7f24,Out of Touch,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,
654,Madonna,Like a Virgin,1980,1ZPlNanZsJSPK5h9YZZFbZ,https://p.scdn.co/mp3-preview/693e9d74bf04462da738351385fdc225cc465edc?cid=b05f690e17ba4b758d92a214cfbc7f24,Like a Virgin,Madonna,6tbjWDEIzxoDsBA1FuhfPW,
655,Foreigner,I Want to Know What Love Is,1980,1JLn8RhQzHz3qDqsChcmBl,https://p.scdn.co/mp3-preview/cb8c1bc4a400807b09d60c5c7d7402acdfe79988?cid=b05f690e17ba4b758d92a214cfbc7f24,I Want to Know What Love Is - 1999 Remaster,Foreigner,6IRouO5mvvfcyxtPDKMYFN,
656,Wham!,Careless Whisper,1980,4jDmJ51x1o9NZB5Nxxc7gY,https://p.scdn.co/mp3-preview/75d3d091213d60d9f3ed2c0698b846177076b0d0?cid=b05f690e17ba4b758d92a214cfbc7f24,Careless Whisper,Wham!,52VQmdGmoJnAhZZuQTNTlX,[]
657,REO Speedwagon,Can't Fight This Feeling,1980,5WwqdeavrQrbeAMDxGawse,https://p.scdn.co/mp3-preview/34107844d1c3f3947321f6a13efe2ce763e7a8a0?cid=b05f690e17ba4b758d92a214cfbc7f24,Can't Fight This Feeling,REO Speedwagon,55vs7NT1KxcFjbMC4y202E,
658,Phil Collins,One More Night,1980,0rBXftkPI47FMhIhtvUbUD,https://p.scdn.co/mp3-preview/867987a0acd58721847e645658045d3b45c5a954?cid=b05f690e17ba4b758d92a214cfbc7f24,One More Night - Demo,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,
659,USA for Africa,We Are the World,1980,3Z2tPWiNiIpg8UMMoowHIk,https://p.scdn.co/mp3-preview/e2f94172ed84912b8be9c1297ab834b37de5fdf8?cid=b05f690e17ba4b758d92a214cfbc7f24,We Are The World,USA for Africa,2z16cLWVwv6yhVZil2tRq8,[]
660,Madonna,Crazy for You,1980,6B4oVElDIKRNcNUary0WG7,https://p.scdn.co/mp3-preview/4b006adf94ba50c9f029f044f547180943e7c4a3?cid=b05f690e17ba4b758d92a214cfbc7f24,Crazy for You,Madonna,6tbjWDEIzxoDsBA1FuhfPW,
661,Simple Minds,Don't You (Forget About Me),1980,3fH4KjXFYMmljxrcGrbPj9,,Don't You (Forget About Me),Simple Minds,6hN9F0iuULZYWXppob22Aj,
662,Wham!,Everything She Wants,1980,5hXEcqQhEjfZdbIZLO8mf2,https://p.scdn.co/mp3-preview/d2b00da35405526fab9b016d2822146406c2d4bd?cid=b05f690e17ba4b758d92a214cfbc7f24,Everything She Wants,Wham!,52VQmdGmoJnAhZZuQTNTlX,[]
663,Tears For Fears,Everybody Wants to Rule the World,1980,4RvWPyQ5RL0ao9LPZeSouE,,Everybody Wants To Rule The World,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,
664,Bryan Adams,Heaven,1980,43bLVIfp1CPtLgik5mXGv7,,Heaven,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,contemporary country
665,Phil Collins,Sussudio,1980,4qM461TqtpnP4GLRIXwEnW,https://p.scdn.co/mp3-preview/05704ed5afa7ffe0d66215cf61b33b6bf4270914?cid=b05f690e17ba4b758d92a214cfbc7f24,Sussudio - 2016 Remaster,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,
666,Duran Duran,A View to a Kill,1980,6I4snLrVOrJsLdd43isc27,https://p.scdn.co/mp3-preview/d783aa8f59b8111ba461265905406cba973b1ca7?cid=b05f690e17ba4b758d92a214cfbc7f24,A View to a Kill,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,
667,Paul Young,Everytime You Go Away,1980,0IpfTMKENGLJcULkMnU8Rb,https://p.scdn.co/mp3-preview/827dc6ca2a0f20c85099a6d2db005a93bd451248?cid=b05f690e17ba4b758d92a214cfbc7f24,Everytime You Go Away,Paul Young,6rqU9HQ57NYGBnBzbrY3a4,
668,Tears For Fears,Shout,1980,2gQaQUhDCNGfBVXTvxAmXQ,,Shout,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
669,Huey Lewis & The News,The Power of Love,1980,2olVm1lHicpveMAo4AUDRB,,The Power Of Love,Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,
670,John Parr,St. Elmo's Fire (Man in Motion),1980,1A2PWRltFrX8iB8IP3CUgo,https://p.scdn.co/mp3-preview/8f16e65db36d6a0f529a9f51f80b22f48685b6aa?cid=b05f690e17ba4b758d92a214cfbc7f24,St. Elmos Fire (Man in Motion),John Parr,3Z1tibPKhUYWCno0IYicCN,
671,Dire Straits,Money for Nothing,1980,4yqtwO7MQIIXqoiRBPHAgR,https://p.scdn.co/mp3-preview/de29252ad3422a46bf0b4f2ee128ef09ec543c5e?cid=b05f690e17ba4b758d92a214cfbc7f24,Money for Nothing,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,
672,Ready For The World,Oh Sheila,1980,5PM96PMKMfD1lLX2lryUsG,,Oh Sheila,Ready For The World,6h29EZDlc2NTvmCUe4yoXV,
673,a-ha,Take On Me,1980,2WfaOiMkCvy7F5fcp2zZ8L,https://p.scdn.co/mp3-preview/0f980d0fac59f77123d0272b78bce97f1374d9e9?cid=b05f690e17ba4b758d92a214cfbc7f24,Take on Me,a-ha,2jzc5TC5TVFLXQlBNiIUzE,
674,Whitney Houston,Saving All My Love for You,1980,1lx8ddGT5wCD6W2xmLeRKG,https://p.scdn.co/mp3-preview/bdf418c1f20fa3d40651fa1fbd1936f36d9160f6?cid=b05f690e17ba4b758d92a214cfbc7f24,Saving All My Love for You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,"['dance pop', 'pop', 'urban contemporary']"
675,Stevie Wonder,Part-Time Lover,1980,1mhEfzV4pz6R0ArW0CWOFp,,Part-Time Lover - Single Version,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,
676,Jan Hammer,Miami Vice Theme,1980,2UoF4VlADu3IkPCR6LGkpS,,Miami Vice Theme,Jan Hammer,50zRydJXfkLzGIOj9mITfy,jazz fusion
677,Starship,We Built This City,1980,6OnfBiiSc9RGKiBKKtZXgQ,https://p.scdn.co/mp3-preview/ec6bf626bb5d631709529d4f59a6964af6dd9e9b?cid=b05f690e17ba4b758d92a214cfbc7f24,We Built This City,Starship,0kObWap02DEg9EAJ3PBxzf,
678,Marilyn Martin,Separate Lives,1980,6DEFVerhYVJ6ZkPJiPl5Sm,https://p.scdn.co/mp3-preview/7e196827ec813ee7fd4f94662af6868d244410ff?cid=b05f690e17ba4b758d92a214cfbc7f24,Separate Lives - 2016 Remaster,Marilyn Martin,3vtjCpFunIFNdbXkBVx0gL,[]
679,Mr. Mister,Broken Wings,1980,78FHUZRbFDCG6VkRAQdFLm,https://p.scdn.co/mp3-preview/a5e3b1d4b6fed0b708bcf8d159619652a3eed724?cid=b05f690e17ba4b758d92a214cfbc7f24,Broken Wings,Mr. Mister,7Bah8E0kCETqEpAHI6CPzQ,
680,Lionel Richie,"Say You, Say Me",1980,17CPezzLWzvGfpZW6X8XT0,,"Say You, Say Me",Lionel Richie,3gMaNLQm7D9MornNILzdSl,
681,Dionne Warwick,That's What Friends Are For,1980,1cOj24fUMnBSXhtp7waHVW,https://p.scdn.co/mp3-preview/d1a7782b05b0ac0ba54970d3833377eb3d3e2cc2?cid=b05f690e17ba4b758d92a214cfbc7f24,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Dionne Warwick,2JSjCHK79gdaiPWdKiNUNp,
682,Whitney Houston,How Will I Know,1980,5tdKaKLnC4SgtDZ6RlWeal,https://p.scdn.co/mp3-preview/4cfd0ab2b770e37313275d37788f687992b0ee17?cid=b05f690e17ba4b758d92a214cfbc7f24,How Will I Know,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,"['dance pop', 'pop', 'urban contemporary']"
683,Mr. Mister,Kyrie,1980,3SnQWnwWZnCbSrsXQtSCCB,https://p.scdn.co/mp3-preview/3a10412b1989874855ee9b1a8ca0767b72054b46?cid=b05f690e17ba4b758d92a214cfbc7f24,Kyrie - Single Version,Mr. Mister,7Bah8E0kCETqEpAHI6CPzQ,
684,Starship,Sara,1980,09Nc7eoLYlHrwdBHKLZbhS,https://p.scdn.co/mp3-preview/81a48291e5adcf33b4dd524a8e5d175e9001ac8b?cid=b05f690e17ba4b758d92a214cfbc7f24,Sara (Re-recorded / Remastered),Starship,0kObWap02DEg9EAJ3PBxzf,
685,Heart,These Dreams,1980,1gN4wxYZXt7WBM2LAlS8MH,,These Dreams,Heart,34jw2BbxjoYalTp8cJFCPv,
686,Falco,Rock Me Amadeus,1980,0DfG1ltJnZyq4Tx3ZLL7ZU,https://p.scdn.co/mp3-preview/5b734bd50cf58ff56b7df5e19b9554f37ff7c9c9?cid=b05f690e17ba4b758d92a214cfbc7f24,Rock Me Amadeus - The Gold Mix,Falco,0hLd40hVpRDGENe4KGZLnW,
687,Prince,Kiss,1980,62LJFaYihsdVrrkgUOJC05,https://p.scdn.co/mp3-preview/87d72814c44403d3ff668ce8639d3d5b287a39de?cid=b05f690e17ba4b758d92a214cfbc7f24,Kiss,Prince,5a2EaR3hamoenG9rDuVn8j,"['funk', 'funk rock', 'minneapolis sound', 'synth funk']"
688,Robert Palmer,Addicted to Love,1980,5izGeTxueiFX1UPFGohY9w,,Addicted To Love,Robert Palmer,530Sdm7eqqzWBdDmILMgnu,
689,Pet Shop Boys,West End Girls,1980,7FlwylpJSe3ea6m1IrkizS,https://p.scdn.co/mp3-preview/ec82db24145d5dd1a7f469d3961e2fd8e8d011b6?cid=b05f690e17ba4b758d92a214cfbc7f24,West End Girls - 2001 Remaster,Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,
690,Whitney Houston,Greatest Love of All,1980,6yJxCltgtmGxIgKOS6ndnu,https://p.scdn.co/mp3-preview/12144a766d983ea0484b29e7c43e70c4ccf535c3?cid=b05f690e17ba4b758d92a214cfbc7f24,Greatest Love of All,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,"['dance pop', 'pop', 'urban contemporary']"
691,Madonna,Live to Tell,1980,095MMFhB9qxPx2VsmvjnUs,https://p.scdn.co/mp3-preview/df69db098647bc00efcf409050f5847f9a9bbd74?cid=b05f690e17ba4b758d92a214cfbc7f24,Live to Tell,Madonna,6tbjWDEIzxoDsBA1FuhfPW,
692,Patti LaBelle,On My Own,1980,29UXndgjLVTUZ8b1Mhz9CR,,On My Own - Single Version,Patti LaBelle,0ty0xha1dbprYIUAQufkFn,
693,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1980,1mP8BJQBRZWjSQLVmxQEyG,https://p.scdn.co/mp3-preview/a29ad74751ae2af81eca964b2cef7a0979d75721?cid=b05f690e17ba4b758d92a214cfbc7f24,There'll Be Sad Songs (To Make You Cry),Billy Ocean,5IDs1CK15HegSAhGEbSYXo,
694,Simply Red,Holding Back the Years,1980,1yg7fwwYmx9DQ2TdXUmfpJ,https://p.scdn.co/mp3-preview/e9f7e9a638c8af915dabdc997f5ce752bb1feb99?cid=b05f690e17ba4b758d92a214cfbc7f24,Holding Back the Years - 2008 Remaster,Simply Red,1fa0cOhromAZdq2xRA4vv8,
695,Genesis,Invisible Touch,1980,0xpBr84T3FTm9j4D1MdPtk,https://p.scdn.co/mp3-preview/6b31e05872291656504cb5f0536114cf99a34752?cid=b05f690e17ba4b758d92a214cfbc7f24,Invisible Touch - 2007 Remaster,Genesis,3CkvROUTQ6nRi9yQOcsB50,
696,Peter Gabriel,Sledgehammer,1980,2cL7Se9DO7GHvXEYxwOONf,https://p.scdn.co/mp3-preview/f2cf39a7b573043ffd8ff03a5139c61d4b8da8a9?cid=b05f690e17ba4b758d92a214cfbc7f24,Sledgehammer,Peter Gabriel,7C4sUpWGlTy7IANjruj02I,
697,Peter Cetera,Glory of Love,1980,1eyq8cjUQ2daFthW2PC2GM,https://p.scdn.co/mp3-preview/d15f9cda1cd10663a9d4d748abb8e6ffb015dcf2?cid=b05f690e17ba4b758d92a214cfbc7f24,Glory of Love,Peter Cetera,5xWPOujQqd4wXyB08slZ9Z,
698,Madonna,Papa Don't Preach,1980,6A8OnjnpShshNpcqWtZRjr,https://p.scdn.co/mp3-preview/6cfffa34f16e52d3da14f6dc6d9b0b25fba14a83?cid=b05f690e17ba4b758d92a214cfbc7f24,Papa Don't Preach,Madonna,6tbjWDEIzxoDsBA1FuhfPW,
699,Steve Winwood,Higher Love,1980,3tarj4VIvuIa9Es0YkqUW7,,Higher Love - Single Version,Steve Winwood,5gxynDEKwNDgxGJmJjZyte,
700,Bananarama,Venus,1980,1sBxZlKnElgARSeRM3SMUo,https://p.scdn.co/mp3-preview/d4926ad80ec1114f8a4d218f9e2803fd8fd17163?cid=b05f690e17ba4b758d92a214cfbc7f24,Venus - 12'' Hellfire Mix,Bananarama,3sc7iUG1Wwpwx7bHeZolgx,
701,Berlin,Take My Breath Away,1980,50jEs9EZZgXJ1oDZVAv7Wp,,Take My Breath Away,Berlin,2aS6jYh7ysTL1ZUsHneNgM,
702,Huey Lewis & The News,Stuck with You,1980,2cFl7utlqyZjCXN1G5nRvA,,Stuck With You,Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,
703,Janet Jackson,When I Think of You,1980,3mJ6pNcFM2CkykCYSREdKT,,When I Think Of You,Janet Jackson,4qwGe91Bz9K2T8jXTZ815W,
704,Cyndi Lauper,True Colors,1980,4l1n6Y3LPK67KYGcZUK8BR,https://p.scdn.co/mp3-preview/4f9ecbdcd9cb408a6c76ddd0b103e402cd2798ee?cid=b05f690e17ba4b758d92a214cfbc7f24,Money Changes Everything - True Colors Live 2008,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,
705,Boston,Amanda,1980,4gpext9x0CbdD9NWaa4nDj,,Amanda,Boston,29kkCKKGXheHuoO829FxWK,
706,The Human League,Human,1980,537yo062QIz16oQOgxmul3,,Human,The Human League,1aX2dmV8XoHYCOQRxjPESG,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
707,Bon Jovi,You Give Love a Bad Name,1980,0rmGAIH9LNJewFw7nKzZnc,,You Give Love A Bad Name,Bon Jovi,58lV9VcRSjABbAbfWS6skp,
708,Amy Grant,The Next Time I Fall,1980,7zSDDsIlks515d0tZGM64x,https://p.scdn.co/mp3-preview/956308cde6083e771c27862b0d7f8acff7c83a0c?cid=b05f690e17ba4b758d92a214cfbc7f24,The Next Time I Fall (with Amy Grant),Amy Grant,5QRodQptGUdPL3Ax7qt29s,[]
709,Bruce Hornsby,The Way It Is,1980,6V50MyHPGhEmwYu0Wdyf0t,https://p.scdn.co/mp3-preview/d87641869fb1c6b8a341e83a9dea111ec0e0e3da?cid=b05f690e17ba4b758d92a214cfbc7f24,The Way It Is,Bruce Hornsby,2iM28IgKg89v1o7BTQAVPo,
710,The Bangles,Walk Like an Egyptian,1980,1Jwc3ODLQxtbnS8M9TflSP,https://p.scdn.co/mp3-preview/3beb7243c21e035fd2f5e5098ec671802017de0a?cid=b05f690e17ba4b758d92a214cfbc7f24,Walk Like an Egyptian,The Bangles,51l0uqRxGaczYr4271pVIC,
711,Gregory Abbott,Shake You Down,1980,7wQ9alB79WZb0F5gFLbxSh,https://p.scdn.co/mp3-preview/34647fbded3902455b885750d60f9360b65da2ff?cid=b05f690e17ba4b758d92a214cfbc7f24,Shake You Down,Gregory Abbott,6zdcmro5vDQSUjeioajL2r,quiet storm
